airline_sentiment,clean_text,airline
negative,hey based number retweets likes fb post nice know im alone frustrations guys,US Airways
negative,seems airline without dedicated line status members,US Airways
negative,learned although travel policy waive change feeyou still charged reservation fee,US Airways
positive,stars aligned connecting flight delayed clt made thanks glad know someone listening time mobay,US Airways
negative,one cant use american miles,US Airways
negative,cant sapphire members reach anyone phone,US Airways
negative,gold desk quoting rebook due weather buy first seat flight hold mins,US Airways
negative,prepared hours hold times,US Airways
negative,sadly words dont represent companys actions talk cheap,US Airways
negative,trying cancelled flight flight urgentlyget hung twice sweet refund policy,US Airways
negative,sean keep mind callplan hold hours,US Airways
negative,owen f dca gate rude,US Airways
negative,worst customer service calling month book flight poorcustomerservice usairwaysfflyer,US Airways
negative,hold minutes amp counting cancelled flight reservation booked within hours conf code fdk xzmscw,US Airways
negative,thanks hour flight pit phx zero entertainment guess quarter million miles delta,US Airways
negative,get extended hold times due weatherbut hours hold counting help,US Airways
negative,official time call hours minutes must add minutes reservation agent extremely professional helpful,US Airways
negative,im currently missing basketball game due lost bag policy terribleservice wheresmyrefund,US Airways
negative,flight attendants jerks,US Airways
negative,easily ridiculous experience trying spend money company,US Airways
negative,told software bug told call back system busy handle calls clown shoes,US Airways
negative,hold reservations min already worstairline,US Airways
negative,rd issue plane fuel leak let us know soon decide getmeoffthisplane ineedabeer,US Airways
negative,friend hold hours still counting,US Airways
negative,flight dca clt stuck waiting clt atc cmon faa missing flt clt mbj hope rebook,US Airways
negative,trying checkin online says callnow ive hold hourswhat,US Airways
negative,long going make us sit plane repair could least get beer,US Airways
negative,ive hold approaching hrs issue changed ticket online frustrating,US Airways
negative,hold hr min willing hang long answered min u yet,US Airways
negative,hours minutes want know im still queue,US Airways
negative,check st louis rude even tsa nicer,US Airways
negative,disappointed least could give us access admirals club hour flight wedding,US Airways
negative,paid upgrade first class went admirals club phx airport turned away flight cun mc,US Airways
negative,please post wait timehave hold two hours,US Airways
negative,saying friend missed flight clearly sat next plane amp youre cancelled flighting flight home wtf,US Airways
negative,anyone even responding social media awful,US Airways
positive,big thanks gate agent fltkeeping us informed delaygreatcustomerservice,US Airways
negative,im vacation last thing want anyone even answering phone,US Airways
negative,fucking hate customer service ive hold morning trying figure cancelled flighted flight,US Airways
negative,dca rsw cancelled flightled rebook charlotte cancelled flightled rebook selves online,US Airways
negative,find email address regarding reativation dividend miles nothing website,US Airways
negative,baggage drop phl bc incredibly backed unacceptable service,US Airways
negative,trying fly frm dca srq visit family member hospice cancelled flightled someone assist,US Airways
negative,dont want reservation change adding service going public get help,US Airways
negative,followers please note taking customer service calls responding helping via soc media dontflyusairways,US Airways
negative,checkin shitshow agent behind counter tried send wrong destinationrude,US Airways
negative,sitting runway phl last min correct weights flight arent system jobfail,US Airways
negative,guesstimate hold times cant change flight online mins counting,US Airways
negative,trying change flight due nyc travel advisory online system cancelled flighted entire flight hold hr,US Airways
negative,yes manner done harsh affected already checked remorse weak alternatives,US Airways
positive,ok thank,US Airways
negative,told work joke fail,US Airways
negative,incapable seating yo mom together toddler row fail,US Airways
negative,bumping people flight ten minutes takeoff flight overbooked fail,US Airways
negative,call window seat airbusseatfproblems,US Airways
negative,number call modify reservation please help frustrating american us air merger,US Airways
negative,youve completely ruined pro athletes ability prepare race wont help get bike needs dr,US Airways
negative,cool told cant reroute bags told leave last night needs race,US Airways
negative,quick lets board plane sit runway hours clockwork scareways neverfails,US Airways
negative,also get excited hes going unable contact destination get talk,US Airways
negative,flight fracat odd zigzagging movements frankfurt everything ok,US Airways
negative,pretty hilarious want finish awful experience something make right,US Airways
negative,u would think u going cancelled flight flight youd rebook seats something last row usairwaysfail,US Airways
negative,online clearly states says call res already explained,US Airways
negative,dealing w fam emergency told rebooked aa flight ord system need help asap,US Airways
positive,got thanks,US Airways
negative,umm define extra time,US Airways
negative,oh yes loads time running connecting flight delayed minutes,US Airways
negative,hey bag damaged flying yesterday,US Airways
negative,flight four subsequent delays destroyed travel plans evening looking resolve matter,US Airways
negative,pm still bag,US Airways
positive,spoke representative moved flight earlier thank much follow,US Airways
negative,congrats youve lost customer good made united weather change free min guys hrs hold amp,US Airways
negative,supposed call internet desk especially since reservation told directly call main number,US Airways
negative,u lose flight plan ur flight crew faa timed thx havin us sit tarmac hr pathetic,US Airways
negative,ive hold minutes waiting talk someone flight tomorrow another number call,US Airways
negative,despicable flight plan lost weve sitting tarmac hour min flight,US Airways
positive,hey guys want say best flight ever thank much fell asleep actually wet dream,US Airways
negative,help update ktn profile ticket book via aa amp info didnt get pass ive hold forever,US Airways
negative,youre honoring miles traveled last year,US Airways
negative,eventually given flight memphis taken original flight bc checked father,US Airways
negative,heck one get internet desk authorize waiver would involved hold another hour,US Airways
negative,supposed discuss matter computer badcustomerservice airlines dividendrewards,US Airways
negative,gtk miles usair last four flights good airlines much improved billing issues seats legroom air service,US Airways
negative,says call connecting get song dance weather weather bad days called days wasteoftime,US Airways
negative,really tried alreadygot message available next idea,US Airways
negative,im glad youre sorry im homeless night makes feel secure,US Airways
negative,meantime ill sleeping park bench dadeland st thanks guys,US Airways
negative,wonder misery considered damage breach contract lawsuit lawyerup,US Airways
negative,wait booked along hotels nearby sent anyway hotel managers disbelief,US Airways
positive,dont worry found hotel min away got around pm problem,US Airways
negative,point told sold voucher wasnt fast enough,US Airways
negative,kind gentleman gate tells go left get hotel voucher ticket gate took min get,US Airways
negative,story starts two hour delayed flight makes miss connection miami,US Airways
negative,best think lousy way run airline online way connect hold hrs amp zip,US Airways
negative,flight scheduled pmtold flight cancelled flightled sitting cold plane hours,US Airways
negative,refuses compensate passengers inconvenienced wouldnt even rebook another airline disappointed,US Airways
negative,tell waited mins charged phone change fee even tho wasnt allow make change online,US Airways
negative,team needs build capacity,US Airways
negative,write cr sure good itll customer service experienced horrible,US Airways
negative,st x told travel advisorynow two hrs hold amp disconnected fl bhm charlotte phl wont gohelp,US Airways
negative,made calls usair today merge aadvantage dividend miles time says call back late flightr timesenough,US Airways
negative,fuck,US Airways
negative,im dumping dividend miles card forgetting airline exists ridiculous theworstairlineever,US Airways
negative,dirty damn plane take hour get plane cleaned refund miles wasteoftime theworst,US Airways
negative,worst customer service ive ever experienced ill never fly airline ever pay sleep philly fuck,US Airways
negative,ever sit hold lose track time,US Airways
negative,us air ashamed service hold hours help representative reschedule due weather,US Airways
negative,hold hour frustrating suspect operators come days like winclement weather,US Airways
negative,worst hold time crazy agents horrible accountability usairsucks,US Airways
positive,kudos robin lostfound reuniting w ipad delightful work,US Airways
negative,website wont let change online even though airline issued travel advisory hold minutes help,US Airways
negative,always go happened airbus boeing customer service,US Airways
negative,trying change flight airline travel advisory hold mins help,US Airways
negative,would less annoying road conditions werent getting worse every min u keep passengers captive good reason,US Airways
positive,experience exceptional service cherry denverairport greatservice professionalism,US Airways
negative,literally worst flying experience life flown lot,US Airways
negative,purchased upgrade flight weeks ago gave someone else received refund sop,US Airways
negative,figure cancelled flightled flights past week coming home hour delay cart pulls plane broke,US Airways
negative,minutes hold help,US Airways
negative,transferred x pleeeeeeeease help,US Airways
positive,,US Airways
negative,flight treatment passengers atrocious hours delay deplane given direction,US Airways
positive,thank supervisor jeanine coworkers excellent customer service provided,US Airways
negative,sympathy offered holding reservation monday night thats pretty awesome ask,US Airways
negative,express disappointment reservation department treatment sailor dealing death family,US Airways
negative,talked supervisor jeanine couldnt help minutes talking nothing,US Airways
negative,thought worst airline nah guys far worse decent airline,US Airways
negative,flew us air first time yesterday got propositioned flight attendanttrue story creditcardsales,US Airways
negative,years naval service run travel department commands,US Airways
negative,us airways website double charge people book flights apparently ive never booked twice,US Airways
negative,already tried conf via dm,US Airways
negative,new slogan dont want arrive time pick us,US Airways
negative,crazy treated mom poorly happy usairwaysfail,US Airways
negative,werent able without reflight booking problems recharging amount plus fee help phone spoke agents amp jeanine,US Airways
negative,send email details late flightr thank responding,US Airways
negative,last time use airline promise,US Airways
negative,mention im silver preferred member fly every week always even meal voucher,US Airways
negative,need change div miles ticket travel started due weather advisory told possible unless flight cancelled flightled anyhelp,US Airways
negative,supposed get fresno pittsburgh pm instead im getting pm tomorrow,US Airways
negative,im stuck airport fresno trying beat storm pittsburgh guys offered nothing horrid,US Airways
negative,hello question phone lines jammed,US Airways
negative,u worst airline ever figure merger dontmakemegooutside,US Airways
negative,follow experience,US Airways
negative,incompetent,US Airways
negative,next plane broken seat row another hour delay mad,US Airways
negative,make purchase take money dont reservationexplain,US Airways
negative,thought u merged usairways sucks worstever,US Airways
positive,yes thank great job turning flight jan,US Airways
negative,hours hold issue still resolved hope make flight hours every minute talk minutes hold,US Airways
positive,connection made thanks week daddyshome,US Airways
negative,worst customer service experience ever today get together,US Airways
negative,know folks use airlines doesnt customer service ever matter really hate complain brutal,US Airways
negative,im plane sure mean sitting one story failure another fly guys,US Airways
negative,still waiting brokenpromises notnice neveragain tellyourstory,US Airways
negative,team terrifyingly rude young mother amp baby trying check flight phx jwa help,US Airways
negative,,US Airways
negative,rudest crew member experience throwing shade calling customers reachingnewlows,US Airways
negative,terminal e miami still worst smelly airport ever thanks nothing,US Airways
negative,amp told asked many questions bag might still flight easy check lands seattle,US Airways
negative,cancelled flightled original flight aruba way home told dont seats never flying,US Airways
negative,go flight last week delayed already mins think leave phl waitingagain,US Airways
negative,misjudging deliberate strategy seen multiple times usair makes staff life easier expens passengers,US Airways
negative,delayed need extra min make would appreciate little help week,US Airways
negative,stuck tarmac hour half told longer go hotels available land phoenix unacceptable unhappy,US Airways
negative,happening worstairlineever also marie burroughs worst customer service rep ever yourairlinesucks,US Airways
negative,technical issues inefficient computer triage system personality compassion operators sad example sad company,US Airways
negative,suck ruined day vacation isnt even june,US Airways
negative,maybe prepurchase meal email flight min short hours guess none offered,US Airways
negative,yep check gmail promotions folder regularly,US Airways
negative,thanks nothing,US Airways
negative,bad planes amp gate changes lots exercise travelfail lets hope plane works im tired,US Airways
negative,good info already signed options none sound like applied missing emails,US Airways
negative,faster way get columbia sc making stay clt night delayed flight,US Airways
positive,thank,US Airways
negative,please get plane together go jetblue,US Airways
negative,might went confirmation please wait form,US Airways
negative,found tix security code working tried dozen times,US Airways
negative,nightmarish customer service elite member im appalled,US Airways
negative,never given number elite usair aa waited hours answer seat gone,US Airways
negative,get bag e gate b gate charlotte airport pm flight late flight cause yall ill ride us life,US Airways
negative,nothing important told wait line patiencerunningout,US Airways
negative,someone please tell talk getittogether findurgrip,US Airways
negative,insulting offer non required voucher goodwill offeringat least bag fly round trip,US Airways
negative,travel advis nyc phil pa winter weather us air hasnt posted one yet still change flt wo pen,US Airways
negative,im trying request missed mileage keeps saying cant flight says call number,US Airways
negative,flight carryon missingstollen plane left gate worst customer service doesnt seem anyones concern,US Airways
negative,checking plane everyone board plane pissed,US Airways
negative,link didnt work via mobil,US Airways
negative,wishing luggage days pay way st thomas san juan spent extra mess,US Airways
negative,get,US Airways
negative,runs show airport boarding pass says us airways wait american line yousuck,US Airways
positive,yes thank appreciate u checking,US Airways
negative,cant book flight prn website,US Airways
negative,ridiculous planebroken cant wait board one home hours late flightr neverontime brutal paymytab,US Airways
negative,since maintenance problem missing flight crew equal delayed due weather im confused since sunny skies,US Airways
negative,keep calling help line keeps saying busy help amp call back late flightr week,US Airways
negative,would like watch video loyal customers really treated asking explanation hour delay,US Airways
negative,lies said email delayed due weather sky clear city departing,US Airways
positive,im enjoying flights far youre great job todays tough thanks making flights comfortable,US Airways
negative,look made right call cho please evaluate,US Airways
negative,checked day cho needs added please evaluate,US Airways
positive,shavon customer service desk charlotte fantastic helpful smiling evn sounds like long dayreward,US Airways
negative,another squashed flight share seat another passenger idea quality travel,US Airways
negative,look another apology fly,US Airways
negative,painful hold really minutes change flight,US Airways
negative,yep sent bag philadelphia instead miamii caught itthen told flight changed tomorrow wrong fail,US Airways
negative,right use shuttle ticket lga bos shuttle flight probably gon na miss pm,US Airways
negative,need get human whats fastest way achieve get computer,US Airways
positive,checkin staff phx awesome great traffic control general boarding,US Airways
negative,batting four flights month four delayed,US Airways
negative,amp also told comps upgrades etc reflight booking problems good enough usairwaysfail,US Airways
negative,tomorrow missed meeting today amp pointless pay hotel today purpose trip screwed,US Airways
negative,merging aa dividendmiles yield error _exact_ steps navigate phone menu get computer,US Airways
negative,plane pbi clt knew frozen water also saw plane nyc take gate next door,US Airways
negative,next flight delayed well charlotte luck,US Airways
positive,talked reservation must congratulation friendly good usair airline fly,US Airways
negative,fight delayed hrs mco im stuck philly standby ticket flight solution needed,US Airways
negative,know like gate x nothini like nothin bout yo ghettofab gate usairways,US Airways
negative,ive tried calling times past days keep getting told call back someone please help,US Airways
negative,gate agent clt forced check bag z amp proceeded allow larger bags huge inconvenience travel plans,US Airways
negative,worst customer service ticket fee worth accommodate given circumstances bos,US Airways
negative,see response obviously think service acceptable customerservicefail,US Airways
negative,sincerely sorry sean reservations working hard answer everyones call appreciate patience false,US Airways
negative,wasnt weather morning awe diverted back bos due mechanical issues far lost one days,US Airways
negative,contact people still answers keep sending keep sending,US Airways
negative,one appreciates sass gate agent gate c lga flight us irritated customers,US Airways
negative,get stop sending emails ex boyfriends account dont care many points,US Airways
negative,seats phone iwas told getting error msg due paid st class upgrd told check amsound right,US Airways
negative,waiting bags min phl bag claim,US Airways
positive,awesome flight philly tuesday party row youre interested,US Airways
negative,flight already think airline flight attendants actually emphasize vape still smoking,US Airways
negative,call volumes high best answer hang,US Airways
positive,got able switch flight charge thank,US Airways
positive,welcome north texas us air american air employees housing education great opportunities gr state texas,US Airways
negative,yes lost whole day frustrating poor customer service,US Airways
negative,saddens first tweet ever complaint customer service,US Airways
negative,trying check online flight tomorrow tried computer tablet phone got error message devices,US Airways
negative,merge miles accounts sites tell info dont match even though cant find difference,US Airways
negative,yes go pick pay cab ride rude employee poor customer service,US Airways
negative,staff lax really messed one failing scan suitcase tag,US Airways
negative,happy start trip cancelled flightled flight poor customerservice,US Airways
positive,thanks dc yet see keep link check back appreciate,US Airways
negative,im glad spend hour try track basic information already available,US Airways
negative,called btv desk information exists systems dont make easy customer access,US Airways
positive,awesome yes,US Airways
negative,website give correct info said bag miami key west entire timei got run around days,US Airways
negative,hold minutes speaking lady airport counter gave,US Airways
negative,want find bag wont go hassle trying claim suitcase usairwaysfail,US Airways
negative,literally says case open good,US Airways
negative,sorry trying add day vacation charge change flights,US Airways
positive,melinda reservations greensboro nc absolute jewel thank shes amazing,US Airways
negative,two women workng phl bag check term c et fired rude pushy treating customers disrespect,US Airways
positive,best gagent long time danny b us dfwclt appreciated date kept us irrops super professional,US Airways
positive,good news got fixed,US Airways
negative,dont bother wasting time send u form letter amp let u choose gift certificate worstcustomerservice,US Airways
negative,flight pushed back pm departure,US Airways
negative,trip ur saving grace ur cheaper flights willing pay bttr service bttr airlines,US Airways
negative,horrible experience key west lost luggage called check amp told call back reconsidering flight back,US Airways
positive,thank,US Airways
negative,needed destination lunchtime today one could get us flight ive since learned one,US Airways
negative,delayed im charlotte big surprise,US Airways
negative,cancelled flightled flight person line one agent helping rebook couldve handed one better,US Airways
negative,hold hour amp told done willing apologize stillnotonmyflight,US Airways
negative,happening flight bos phl daughter fiancée stuck bos,US Airways
negative,isnt funny apologizes doesnt actually take steps go amp beyond customers notimpressed,US Airways
negative,flight cancelled flightled rebooked pm flight time take ill spent extra hours dca,US Airways
negative,weve sitting plane almost hour waiting fueled shouldnt done b got,US Airways
positive,thank,US Airways
negative,get free mimosa compensate flight delay yet thx,US Airways
positive,reservation agent phone great job,US Airways
negative,get ur act together start treating ur passengers w kinder sanitized planes take page perhaps,US Airways
negative,joke stop losing luggage,US Airways
negative,ive hold mins sort reservation sync message trying check whats wrong,US Airways
negative,idea customer service means customer mess plans dont treat like big deal,US Airways
negative,still hold hour minutes counting platinum cares problems checking cares,US Airways
negative,little help two gate agents trying rebook flight,US Airways
negative,respect stress merger one rep reschedulereplane ppl already late flight youcandobetter,US Airways
negative,flight fll told take train back pbi get car trains pbi,US Airways
negative,fly quite bit difficult communicate agents let people know whats happening arrangements made,US Airways
negative,handled phone unfortunately wiped entire trip im displeased,US Airways
negative,headed nyc clt funny hear phones ring entire plane groan happened twice,US Airways
positive,made send bloody marys row,US Airways
negative,already let know sent complaints got call back finally asleep return call back,US Airways
negative,flights werent morning flights thursday monday turned tuesday,US Airways
negative,spoke customer service rep rude curt transferred eternal hold sad badservice mergerdisaster,US Airways
negative,customer service nightmare hold hour im platinum member aa feel like worthless,US Airways
negative,never lets every single flight gets delayed,US Airways
negative,sitting ground charlotte gate comms flight deck great happy friday hope make connection,US Airways
negative,ive standing crowded bus past mins dcapit help,US Airways
negative,thanks cant flight cancelled flightled maintenance reasons next available flight late flight,US Airways
negative,yes rebooked next day weds thanks upset lost additional work days paid hotel losing,US Airways
negative,suppose need tweet everyone horrible airline take notice let try route,US Airways
negative,fix asap,US Airways
negative,felt could better making emails feel little less dont care automated,US Airways
negative,cancelled flightled flight back holidays gave refund ticket phl ewr really,US Airways
negative,im logged flight booking problems need add api travelling states see,US Airways
positive,thanks helping reflight booking problems cancelled flightedflight yvonne anthony help us get tel aviv time happyfriday,US Airways
positive,big thanks yvonne anthony chairmans desk top tier customer service today outstanding service amp support,US Airways
negative,plane degrees burning completely illegal,US Airways
negative,fucking kidding,US Airways
negative,siting tarmac philly another minutes lame sorry doesnt help terrible,US Airways
negative,damn delay,US Airways
negative,would nice pull gate still sitting,US Airways
negative,app worst one airlines cant anything original flight time gone useless,US Airways
negative,completely wasted work day thank bad service bad friday,US Airways
negative,also great tweet complainers inperson help need robyn f manch useless,US Airways
negative,youll receiving long amp detailed complaint letter soon long story short never flying usair,US Airways
negative,thanks making miss connection getting rebooked missing miserable day started day nothing,US Airways
negative,need learn operations sit plane overnight gsp realize theres mech problem delay flight hours,US Airways
negative,flight delayed amp closed doors tell us would leaving hour half bad bad service,US Airways
negative,would give us option get plane instead sit hour half knew gate,US Airways
negative,overflowed armrest legs sprawled refund choice grossedout,US Airways
positive,appreciate prompt response,US Airways
negative,nothing available male flight crew nicedismissive big guy standby probably didnt even pay choice,US Airways
negative,well told sitting plane hour option getting,US Airways
negative,want hang plane day traveling get work done turn right back around unacceptable,US Airways
negative,doesnt seem likely bc team failed scan bag lax recycle bagtag numbers doesnt help usairwaysfail,US Airways
negative,complete waste day trip work turned sitting planes day ridiculous,US Airways
negative,given option get plane sit time longer actually flight,US Airways
negative,plane moving ice moving end runway sit lga one runway open,US Airways
negative,nothing available male flight crew nicedismissive big guy standby probably didnt even pay,US Airways
negative,setting lawsuit way sit plane hour half,US Airways
positive,thks us phl fll overall st class improved food phl fll crews super,US Airways
negative,want sit plane dca lga hour half longer flight,US Airways
negative,unacceptable im going day day sitting plane mention air,US Airways
negative,moving plane end runway us sit hour half didnt even let us,US Airways
negative,hi somebody avail help refund unbelievable phone w us hrs days,US Airways
negative,plus us airways need something left philly thaw,US Airways
negative,ordered scotch amp water fa asked wanted full glass half yrs old first time ever asked,US Airways
negative,yeah mark like mile back also hour late flight thanks ton great service today,US Airways
negative,got drink fa sat jump seat crosswords glasses picked landing lazy service first class,US Airways
negative,paid choice seat choice big man next seat oldseatnocushion worstflight nohelponboard,US Airways
negative,first class snack basket catered drinks preflight drink coathanging st drink service min take,US Airways
negative,told us last night ground stop ohare four hours obama landed stop blaming someone else,US Airways
negative,delayed due frozentoilet medicalissue mechanicalissue dispatchissue weve heard letsgo,US Airways
negative,able mean private conversations helping w luggage wont fit overhead,US Airways
negative,worst minute delay boston weather relate flightd going miss connecting flight gassing plane issue,US Airways
negative,worst still havent left everyone missing connections,US Airways
negative,todays flight philadelphia little disappointing unnecessary delays even snowing fl,US Airways
negative,trying book flight using miles straight days min phone still havent talked human,US Airways
negative,gon na miss connecting flight delayed flying boston,US Airways
negative,flight waiting weight balance info past minutes,US Airways
positive,thank refunding baggage really appreciate,US Airways
negative,thanks taking flight board providing updates flight minutes late flight,US Airways
positive,going miss us airways always provided great service never let,US Airways
negative,never worse experience life,US Airways
negative,rebooked cancelled flighting flight crew expired boarding unacceptable started delaying pm,US Airways
negative,hrs stranded dcazero apologies worst customer service faithful traveler years,US Airways
negative,response doesnt correct fact pilot failed keep passengers updated,US Airways
negative,dca pm still due mechanical issues lack snacks plane absolutely worse experience,US Airways
negative,almost hours late flight due mechanical,US Airways
negative,never flying usairways horrible experience terrible customer service,US Airways
positive,willsunday days away,US Airways
negative,unacceptable knew pilot wouldnt able complete trip wasted time,US Airways
negative,three planes flight still havent left ground bad service sad,US Airways
negative,told offload captain hours terrible experience,US Airways
negative,loaded onto plane hours late flight mind made sit minutes,US Airways
negative,load us flight captain hours could fly one consecutive period unacceptable,US Airways
negative,offloading plane ridiculous,US Airways
positive,excited fly us jb spring break,US Airways
negative,actually true get seat online big hassle policy totally dishonest misleading faa,US Airways
positive,thank least tweeting back better,US Airways
negative,seems unlikely without crew board us,US Airways
negative,thats incorrect four people last flight night bags horriblecustomerservice,US Airways
positive,exicted flying yall soon,US Airways
negative,fact making customers pay choose seat try convince using psychological tricks colors,US Airways
negative,ill addition reviewing blog agents pleasant experience less,US Airways
negative,new seat assignment service embarrassment airlines customers worldwide shameonyou usairwayssucks,US Airways
negative,worst experience ever guyssee blog tomorrow experience maybe help make better,US Airways
negative,freezing bus circles,US Airways
negative,please explain plenty time since im stranded,US Airways
negative,doubt p amp r still held captive ground dca little communication front would b nice,US Airways
negative,cost change ticket cost purchase new ticket,US Airways
negative,sitting freezing bus nobody plane,US Airways
negative,already spoke someone several times matter one sympathetic fly us home early complimentary,US Airways
negative,doesnt want get home,US Airways
negative,dont stand alone bought tix based usair confirmed flight good confirmation change anyway,US Airways
negative,dcagthpn u r prof hostage takerswe stood bus plane minnow sitting plane mvmt amp announcement gt hour,US Airways
negative,bet dont im paying customer know check flight delays thank,US Airways
negative,cant even use return flight home change fees charge expensive forcing purchase new ticket,US Airways
negative,oh great hour delay get sit plane another hour without moving flight awful,US Airways
negative,thats st sorry received company least could fly us home early extra charge,US Airways
negative,never flying guys extremely disorganized many delays,US Airways
negative,buddies currently delayed hours counting dca ways cae golf week compensation flydelta,US Airways
negative,flights delay flight missed connection help,US Airways
negative,flight connect,US Airways
negative,even simple google search flight number tells gate wont difficult sure disappointed,US Airways
negative,yes sure guys dont know gate occupied keep us waiting,US Airways
negative,wow miles program ripoffquick ticket fee hope end unemployment,US Airways
negative,bos gt dca delayed needs stop filing complaints faa consumer affairs,US Airways
negative,sitting tarmac waiting deplane minutes level service ive come expect,US Airways
negative,gladly take loyal customers money cause inconvenience nothing help fix problem caused,US Airways
negative,least could make caused ruining peoples memories ashamed,US Airways
negative,st late flight plane missing flight crew maintenance problems gates switched times call customer service,US Airways
negative,due expensive change fees either airlines chose could screw us stranded help,US Airways
negative,cant afford international change fees rebook trip wanted go home turns cant afford go home,US Airways
negative,ruined honeymoon causing us miss international flight stranded,US Airways
positive,fa attendant phl pwm tonight fab asset team f great night team,US Airways
negative,thanks overflight booking problems first class automatically downgrading upgrade min boarding ffstatusdontmatter thenewaa,US Airways
positive,grandbabies weeks travel dc births thank reasonable fares see saturday,US Airways
positive,thank fare dtw dca much lower thank,US Airways
negative,flight phl london sitting tarmac min wno update pilot gives,US Airways
negative,already four times,US Airways
negative,minutes holding seriously average wait time minutes maybe maybe youre understaffed,US Airways
negative,submitted refund request b st flight days ago need,US Airways
positive,know thanks evaluate chairman,US Airways
negative,seriously shared concerns four times already avail geeeeezzzzz frustrated flyer,US Airways
negative,hot food hour flight crazy couldnt eat phl bc original connection min late flight gives phltolas,US Airways
negative,seriously flight delay cinci philly due new ground staff miss connection man uk argue hotel wtf,US Airways
negative,thank continuing worst airline didnt need extra hour sleep hours travel anyway,US Airways
negative,guess respond compliments sorry cant think even one,US Airways
negative,usairways disappoints cancelled flighted flights missed appointments promised refund lie,US Airways
negative,minutes hold waiting speak agent come usairways ridiculous baggagelost usairways,US Airways
negative,unable locate baggage frustrating sons clothes needs zfv yyz usairways baggagelost,US Airways
negative,already question still say progress days,US Airways
negative,kidding bad customer service folks flew psp phx flight cont,US Airways
positive,thanks getting rescheduled direct flight nola tonight minutesand hopefully hour earlier getting,US Airways
negative,problem flight gainesville us airways clt miss connecting flight iad get another flight,US Airways
negative,still rep talk days late flightr u r asking checkin flight tmrw refund requested deal w,US Airways
negative,flight waiting minutes rsw waiting weight balance clearance come let us leave,US Airways
negative,marked completed im scared im going lose reservation money going refunded,US Airways
negative,completed thats case still say progress paypals website reserved th,US Airways
negative,appreciate calls flights delayed recorded msg tedious amp goes amp vote texts practical,US Airways
negative,horrible communication delayed flight lga got emails seconds w different delay times horrible,US Airways
positive,thank finally got bag customer services reps wonderful,US Airways
negative,min hold time hang manager mike dividend miles dept tough justify sticking us air cc status,US Airways
negative,never fails disappoint,US Airways
negative,platinum flyer bought tkt aa also accounts linked cant check flight tomorrow,US Airways
negative,person taking tickets rude delayed minutes overfilled fuel plane,US Airways
negative,flight seattle lbs much fuel water lavoratories nice job guys est min behind,US Airways
positive,flight phxgtord lead fa bill professional fa seen years flying usair ab cards,US Airways
positive,miss work taken philly ive flight bos gt phl many times res seat,US Airways
negative,total lack cust service mom flying solo w baby flying w air,US Airways
negative,pure anarchy flight slc people walking nothing packed bags arms full stuff getittogether,US Airways
negative,knowhockey sticks expensive baggage handlers shouldnt throwing cart,US Airways
positive,problem things worked airport thanks,US Airways
negative,tried doesnt help much reservation seems overwhelmed issues,US Airways
negative,take lesson wait passengers connecting flights shame,US Airways
positive,yes domestic flight thank,US Airways
positive,thanks made safely,US Airways
negative,say connections good stillbut another reflight booking problems last thing need today,US Airways
negative,tells talk delayed flights aa tells talk us ihatemergers,US Airways
negative,holdup looking another flight,US Airways
negative,going take hournot okay usair okay ruining everything,US Airways
negative,delayed,US Airways
negative,min hung always awful call reservations,US Airways
negative,guess take chances amp keep courtesy free seems cabin always full,US Airways
negative,hours late flightr lost conection,US Airways
negative,min hold reservation line embarrassing aa platinum member,US Airways
positive,love changes lounge cheese veggies olives addition crackers snack mix,US Airways
positive,thanks another method also would nice appears design flaw,US Airways
negative,yes every one every flight like needs velcro something,US Airways
negative,please secure footrest shelf business class airplanes,US Airways
negative,forgetting fuel realizing cargo add plane one way try mask delay,US Airways
negative,gate team polite planes habitually late flight many cases passengers waiting flight crew,US Airways
negative,fuk u us airways yo shitty chicken salad sandwich overpriced u fuking make wait hr layover fuk u,US Airways
negative,uncertainty know u run account u dont create policy undue penalty job reqing flexibility,US Airways
negative,letting us go runway mechanical problems wewantcomps,US Airways
negative,wtf going dc bos twice go back back gate leaving runway total bs,US Airways
negative,moving tarmac delayed unknown reason ill keep posted,US Airways
negative,keep missing updated connections need make jax friends wedding strandedattheairport,US Airways
negative,guys losing luggage suppose flight highly disappointed meds clothes,US Airways
negative,poor excuse towards front plane sandwiches pay,US Airways
negative,im patient im annoyed cant book travel online shouldnt make people wait phone,US Airways
negative,still yuma waiting go looks like might miss montereyregionalairport need options please,US Airways
negative,thanks feedback alan thx help watch flt lve wopen seats wait hrs nxt flt,US Airways
positive,lol,US Airways
negative,still waiting response,US Airways
negative,call use credit fm prev cxl tix cant rebooked onlinerep called quoted k higher website,US Airways
negative,basically stuck paying hidden fees bumped inferior flight jetblue come usairways mergers,US Airways
negative,oh irony dog spot barking waiting area right front please send cocktail coupon stat,US Airways
positive,thanks gate agent state college pa able get earlier flight figure earlier connection,US Airways
positive,think weird mileage,US Airways
negative,kids anxious husband cant sit current setup warning seats changed,US Airways
negative,guys switched didnt inform chathes,US Airways
negative,worst airline everleft without luggage days submit expenses offer refund badservice,US Airways
negative,app bad feel bad,US Airways
negative,still irritated well planned booked return messed amp warning,US Airways
negative,probably losing family world travelers customers due broken processes hope fix,US Airways
negative,yes thanks never seen anything like come yuma time big disappointment still waiting,US Airways
